Duygu,Yorum
0,teknoloji ugruna dogaya zarar veriyoruz heryerde baz istasyon dalgalarinin olmasi arilar icin felaket biz insanlar nekadar kotuyuz
0,merhaba sayin avea yetkilileri mardin merkez civar koyler sebeke dusuk baz istasyonlari kontrol etseniz sevinirizz
1,yalaninizi skeyim aydir nakil bekliyorum kere sikayet ettim tsak geciyorlar nasil oluyorda turkcell veya digiturk gunde getiriyor
0,fiber derken iyice internetim yavasladi ya
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,bu fiber hizi hic ise yaramiyor eski hali daha hizliydi simdi internet agir konusunca sebeke kesiliyor konusmayi kesiyor hic begenmedim
1,fiberler diyolar aslinda biberliyolar
1,harika bisey
1,dayi bizide fiberleyin
0,siz neden araypta bana ulasamayanlari parayla bize satmaya calisiyorsunuz diger operatorler bedava veriyor
0,internet kadar yavasladi artik hat degisimi yapmaya karar verdim memnun oldum
0,bizde verici var ama internette girmek zor
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,avcilar yesilkent mah balikyolu cadesinde cekmiyor tele gerek yok gerekli incelemeleri yapin daha oncede aradim sizin musteri hizmetlerini haklisiniz bolgeye yatirim yok dendi bende hatimida turkcele tasidim hatim avea kaldi onuda turkcele tasiycam sayenizde
0,bulundugum isyerinde kesinlikle cekmiyor
0,cekmiyor abi cekmiyo
1,bende fiberliyom
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,bu fiberlemek evde internetim mbps olacak dediler mbpsyi zor buluyom ayrica nasil fiberlemek cep telefonundaki nettede internetinden farki yok fiberlemek tekirdag suleymanpasa
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba tarafiniza detayli bilgi verebilmemiz icin numaranizi mesaj bolumu uzerinden iletmenizi rica ederiz
0,reklami bile donarak izledim simdi hizli internet ayrica evime dahi internet baglatamadim gelip ilgilenen acan olmadi bunca reklam bosuna insanlari kandirmak disinda yapilan hic sey yok
1,merhaba iletisim bilgilerinizi turk telekom destek sekmesinden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,yok boyle birsey surekli hattim kesiliyor surekli duzgun konusma bile gerceklestiremiyorum arayanlar ulasamiyor nasil bisey oldu ilgilensin birileri artik
1,superonline size bin basar
0,reklama harcadiginiz parayi altyapiya harcayinda seye yarasin
1,nereye ileticezz
1,merhaba cepten internetin bizden kampanyasi ilgili detayli bilgi icin iletmis oldugumuz baglantiyi ziyaret edebilirsiniz
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,biz ailece turk telekomuz ama ama avea iken daha hizli cekiodu gondur internete bile girmiyo faturaliyiz
0,isyerinde telefon cekmiyor bide internet bitiyor sikayet forunun sonucunda msj geliyo sikayet talebinizin sonucu size ulasilamaadigindan numaarayi arayindie msj cekiyolar hee esim dostumda oyle yapip ulasiyo zaten bana bide kamu binasi birda baana gelistirme programi planlarinda deniyor ayni yerden baska arkaadasin sikayetine orasi icin hic planlamaa yok deniyor nasil ikilem
0,hayatimda gordugum gicik reklamlardan biri
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,goz boyaniyor yakinda faturalara alrinda envai boyda kaziklar yerlesrcek
1,talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
1,cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,dilekce vereli oldu alt yapim zayif die bana doneceksiniz
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,siz merkez olan ilde bile altyapisi zayif olan kurumsunuz lafa gelince teknoloji icraata gelince hicbirsey yok sizde daha kesintisiz konusmaya cozum bulun interneti telefon cekmiyor telefon
1,tesekkur ederim ilginiz buyuledi beni
0,kimi kandiryorsunuz
1,talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
1,merhaba cepten internetin bizden kampanyasi ilgili detayli bilgi icin iletmis oldugumuz baglantiyi ziyaret edebilirsiniz
0,skt len ordan vasat sebeke
1,helal turk telekoma
0,hic biyerde cekmiyor vodafone turkcell bile daha iyi cekiyo cozum bulun artik
1,aydir bende cekmeyen telefona para veriyorum tahahut telefon aldim bin pisman oldum
0,duvarinda blok veriyor takipte kal kazan borcunu kapat adam sayesinde
0,fiber cebimize faturalar gotumuze girecek kaldi
1,mesaj olarak bildirdim adresimizi bilginiz olsun
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,reklama koydugunuz seyi niye faceye koyosunuz kardesim
0,bendede fiberleme yok
0,oldu telefon kutusu koyacaksiniz bide yillik sozlesme yapiyorsun yazik kimseye tavsiye etmiyorum
1,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
0,eskisehirin gobeginde fiber yok daha sokak geride bile var bizim sokakta yok siz hala reklam yapiyorsunuz helal olsun valla once tum turkiyeye fiber altyapi getirin sonra mobil ilgilenin mobil internet hizi fazla olsa isimize yarayacak evdeki birseye yaramadiktan sonra
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
0,calisdigim yerde bile cekmiyor istanbulun gobeyi fiberin reklamini yapmayi biliyorlar biz daha kullanamiyoruz sebeke
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
0,senedir kapiya kutu koymayan turk telekom sen heryeri fiberlesen kac yazar
0,ne fiberi siz once adil kota kullanim denilen sacmaligi kaldirin yurtdisinda millet yillardir kullanio fiberi sanki elektrigi icat ettiniz nasini satim
0,port dolu port dolu anca reklam yapip durun kagitcilar
0,fiberin hizi vatandasin cebindeki parayi nasil aliriza odakli olmus
1,once operator degistirmek istedim baktim turk telekom falan diyorlar biraz daha deneyeyim dedim denemez olaydim
1,tamam abartmayin sizde anladik
0,fiber reklami yapiyorlar haftadir evet tam haftadir nette kopma sorununu turlu cozmediler fiberliyoz mbit
0,daha dogru durust crkmeyen hat kullaniyorum ama binlerce pismanim esenlerde cekmiyor musteri hizmetlerini aradigim zaman biraz anlayis bekliyoruz cozum gayet iyi anlayis sen ilk once cekim isini coz sonra fibere gec
0,dogru durust sehir merkezinde bile sebekeniz cekmez iken fiber internet diyerek milleti yaniltmayin kimse inanmadin turk telekom avea pismanliktir
0,sacma reklam
0,bu reklama inanan herhangi awea musterisi oldugunu kesinlikle dusunmuyorum
0,suraya bin kisi cekmiyo diye mesaj atiyor demek hat cekmiyor
0,cekmeyen hat sakin ama sakin gecmeyin yalan cekim gucu sifir fazla verin ceken hat kullanin
0,turk telekom reklama vericegi parayi ihalesine verseydi iyi turk telekomda olurdu
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,farkli abonelikten ayda enaz ucret oduyorum sorunla karsilasildiginda tane muhatap bulamiyorsun ama yapilabilecek birsey yok hepsi ayni hersey urunu satana kadar hizmet kalitesi sifir daha dogrusu hizmet verecek kapasitede personeli yok
0,vay gun ulasmis bak hala diyorum dakikaniz yoksa ben ararayim
0,oglum yarin matematik sinavin var televizyon izliyorum baba oglum yarin matematik sinavin var yemek yiyorum baba oglum bakkala gidecen yarin matematik sinavim var baba sakin okuma erkek aksam okuldan gelir gelmez bilgisayari acmis bilgisayar acilir acilmaz annen oldu demis diger odaya bakinca annesini olu bulunmus annesini seytan isirmis bilgisayara seytan girmis eger sen annenin olmesini istemiyorsan yere paylas ozur dilerim mecburum bikere okudum okumasam kesinlikle boyle birsey yapmamsana okuma dedik dimi yapistirsimdi yere yaklasik saat once begen cocuk bilgisiyarinda oynarken yaziyi gormus hic kafasina takmamis saat sonra ruhlar tarafindan bicaklanmis hic biyerinden kan akmamis evinde sadece odada ses cikiyormus inanmayanlara ibret olsun sende inanmassan saat icinde ruhlari gorebilirsin bunu yorumun altina yapistir yoksa saat icinde ruhlari goreceksin
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,siz ankara evlere fiber getiremiyorsunuz baskentte fiberiniz yok daha neyin reklamiysa bu
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,ilk cikan internet gibi ayni devamli reklam donup milleti kanirmaktan baska hicbirsey yapmiyorlar yapamiyorlar laf var icraat yok
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,merkezlerde iyi ilce veya disina cikinca hersey iptal
1,reklam guzel
0,ayhan bilir once konusmayi ogren
0,diger operatorler alt yapiyi mecburen cunku tekelsiniz sizden aldigi icin onlar bisey yapamiyor siz kablo cekceksiniz anca
0,memnun olan biri yok kac yillik kullanicinizim ama hayrinizi gormedim her taahhut sac basa giriyoruz bumu fiberiniz musteri memnnuniyetiniz pis dolandiricilar
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,eve fiber internet aldim ama video bile izleyemiyorum
0,once alt yapi basvurusu yaptim defalarca ama geri donus olmadi evimin ilerisinde telekom kutusu mevcutken nasil sorumsuzluktur bilmiyorum lutfen geregini yapin yetkilileri ariyorum muhattap bile olmuyorlar
0,bedava internet soyleniyordu reklamda nasil yapacagiz
0,para etmez adamlar
1,reklam yapmakla olmuyor internet video oynatmayi gec fotografi zor aciyor biraz yapin fiber mis yapamayacaginiz seyse umit verip lafini acmayin
0,avea kullaniyorum kisa zamanda kurtulacam sebebi ise hzili tren sle izmit ankara istikametinde giderken vodafone arkadasim hic takilmadan nete girerken ben konusmada bile sikinti cektim yazik yanii
0,fiber icin modem gonderdiler internet hizi dustu bence hikaye fiber filan yok hepsi dalavere
0,bu reklami hic sevmiyorum
0,sizden olmaz
1,denizli gerzele mahalle sinde hala cekmiyor hala avea konusamiyoruz reklamdan once kalitenizi artirin bence
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,degil yapalim internet iflah olmaz
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,adana kozan ilcesi sehir merkezinde birak interneti telefon cekmiyor ulasamayanlarin msj geliyor telefon acik sabit duruyo ayrica hat gecisi ucretsiz diyorsunuz msj ucretlendirilir diyor banane kardesim degismesin internet cekmiyor sehir merkezinde anlasmam bitsin kapattiracam reklam alakasi yok reklamdan once hizmet yapmaniz gerekiyor
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,telekom bosuna reklamlara para harcama bunlari artik kimse yemiyor reklamlara vereceginiz para azcik alt yapinizi saglamlastirin
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,aradik ama bilgi verecekler ama fayda
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
1,ben internetinde vodafone gectim gayet guzel cekiyor
1,en iyisi turkcell pahali olsa bile adamlar fazlasinca hakkini veriyor
0,yalancilar
1,fiberleniyor yillik avealiydim fiberlendikten sonra faturalar katlandi bende vodafona gectimmaveadayken lira fazla gelmiyordu yildir simdi iyi fiberlediler
0,daha icanadoluda hanelik koyde hatlari cekmiyor nasil fiber olacak bunlar merak ediyorum
1,yilindayiz adamlar interneti baglaniyorsunuz birde fiber bahsediyorsun yazik
0,hass ordan eve girmeden daha sinyal dusuyor
0,ben yildir avea kullaniyorum bazen karsi koltukta oturan arkadasimi ariyorum ama aradiginiz kisiye ulasilmiyor deniyor bazende hic arama yapmadan arama dusuyor internet ise cani isterse cekiyor cani istemezse oda cekmiyor sorunla sikayette bulundum bana direk tlfn diyorlar ama iphone kullaniyorum verdikleri cevap bana biraz tuhaf geldi taahhutum bitsin ttnet ide hattida tasiyacagim
1,turkcell daha hizli olacak
0,adana merkezde oturuyorum internet sifir sebeke yok zaman duzelecek reklam aldatmaca heralde
0,olmaz olsun birlestiler cekmez oldu
1,merhaba arkadaslar yazilimla ilgilenenler ogrenmek isteyenler ozel proje web sayfasi hazirlatmak isteyenler sayfa tam size gore
0,katta tel cekmiyor
0,fiber netmis
0,en berbat kurum
0,yaw kardesim fiberi daha cekmiyor bos bos reklamlar yapacaginiza sebeke yapin yaw yorumlara bakin tane insan bile memnun degil sizden
0,az kaldi sozlesme bitmesine kadar yavas net olmaz
0,ben ttnet hic hayir gormedim yildir kabul cekmeyen yapi
0,reklam yapacaginiz altyapi yapin bursa civarinda cekmiyor sebekesi sim kartini alabilirsiniz diyorsunuz daha zor sinyal buluyoruz
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,cep telefonu hic biyerde cekmiyor
0,valla kotu fiber gucu diye bisey yok surekli kesiliyor hic memnun degiliz
0,turk telekom diger operatorlere gore indirimli olabilir hatta internetide kadar kotu degil fakat kontor yuklemede veya herhangi harcamada hicbir sekilde hediye gondermiyor bence buyuk eksik her zaman kontor yukleyemiyoruz
0,ha fiber hic yerde cekmiyor
0,suan internete baglanamadigim icin wifiden yaziyorum neden baglanamiyirum telefon bile cekmiyo sen bana fiber internet diyosun allahim avea zaten kotuydu turk telrkom oldu daha kotu oldu sahti sahnaz oldu yani
0,baglanti birturlu saglanamiyor baglanti gitti geldi musteri hizmetleriyle akraba olacagiz
0,normalde avea cekmiyordu simdi iyice berbat oldu sozlesmem bitsin dakika gececem vadafone evde tek dis bazende gidiyor pencere onunde duruyo tel sacmaliga bak
